plan_region_name,plan_dc_name,code,plan_clustername,ClusterDC
West US,Bay IDC3,2136470,NULL,NULL
West US,Bay IDC3,2136471,NULL,NULL
West US,Bay IDC3,2136472,NULL,NULL
West US,Bay IDC3,2136473,NULL,NULL
West US,Bay IDC3,2136474,NULL,NULL
West US,Bay IDC3,2136475,NULL,NULL
West US,Bay IDC3,2136476,NULL,NULL
West US,Bay IDC3,2136477,NULL,NULL
West US,Bay IDC3,2136478,NULL,NULL
West US,Bay IDC3,2136479,NULL,NULL
West US,Bay IDC3,2136480,NULL,NULL
West US,Bay IDC3,2136481,NULL,NULL
West US,Bay IDC3,2136482,NULL,NULL
West US,Bay IDC3,2136483,NULL,NULL
West US,Bay IDC3,2136484,NULL,NULL
West US,Bay IDC3,2136485,NULL,NULL
West US,Bay IDC3,2136486,NULL,NULL
West US,Bay IDC3,2136487,NULL,NULL
West US,Bay IDC3,2136488,NULL,NULL
West US,Bay IDC3,2136489,NULL,NULL
West US,Bay IDC3,2136490,NULL,NULL
West US,Bay IDC3,2136491,NULL,NULL
West US,Bay IDC3,2136492,NULL,NULL
West US,Bay IDC3,2136493,NULL,NULL
West US,Bay IDC3,2136494,NULL,NULL
West US,Bay IDC3,2136495,NULL,NULL
West US,Bay IDC3,2136496,NULL,NULL
West US,Bay IDC3,2136497,NULL,NULL
West US,Bay IDC3,2136498,NULL,NULL
West US,Bay IDC3,2136499,NULL,NULL
West US,Bay IDC3,2136500,NULL,NULL
West US,Bay IDC3,2136501,NULL,NULL
West US,Bay IDC3,2136502,NULL,NULL
West US,Bay IDC3,2136503,NULL,NULL
West US,Bay IDC3,2136504,NULL,NULL
West US,Bay IDC3,2136505,NULL,NULL
West US,Bay IDC3,2136506,NULL,NULL
West US,Bay IDC3,2136507,NULL,NULL
West US,Bay IDC3,2136508,NULL,NULL
West US,Bay IDC3,2136509,NULL,NULL
West US,Bay IDC3,2136510,NULL,NULL
West US,Bay IDC3,2136511,NULL,NULL
West US,Bay IDC3,2136512,NULL,NULL
Canada Central,Toronto YTO20,2136513,YT1PrdApp02,YT1
Canada East,Quebec YQB20,2136514,YQ1PrdApp02,YQ1
Germany Central,Frankfurt FRA20,2136515,FR1PrdApp02,FR1
Germany NorthEast,Leipzig-Halle LEJ20,2136516,LG1PrdApp02,LG1
Canada Central,Toronto YTO20,2136517,YT1PrdStp01,YT1
Canada East,Quebec YQB20,2136518,YQ1PrdStp01,YQ1
West Europe,Amsterdam AMS04,2136519,AM4PrdStp05,AM4
North Europe,Dublin DUB06,2136520,DB6PrdStp03,DB6
West US,Bay IDC4,2136522,NULL,NULL
West US,Bay IDC4,2136523,NULL,NULL
West Europe,Amsterdam AMS04,2136524,AM4PrdStp03,AM4
South India,Chennai MAA01,2306526,NULL,NULL
Southeast Asia,Singapore SIN20,2306527,NULL,NULL
Southeast Asia,Singapore SIN20,2306528,NULL,NULL
West Europe,Amsterdam AMS06,2306529,NULL,NULL
East US 2,Boydton BN7,2306530,NULL,NULL
Canada Central,Toronto YTO21,2306531,NULL,NULL
West Europe,Amsterdam AMS06,2306532,NULL,NULL
West Europe,Amsterdam AMS20,2306533,AMS20PrdStr05,AMS
UK South,London LON21,2306535,NULL,NULL
South Central US,San Antonio SAT09,2306536,NULL,NULL
North Europe,Dublin DUB06,2306537,NULL,NULL
UK South,London LON21,2306538,NULL,NULL
Southeast Asia,Singapore SIN20,2306539,NULL,NULL
Southeast Asia,Singapore SIN20,2306540,NULL,NULL
East US 2,Boydton BN8,2306541,NULL,NULL
USGov Arizona,Phoenix PHX21,2306542,NULL,NULL
Japan East,Tokyo TYO21,2306543,NULL,NULL
East US,Manassas MNZ20,2306544,NULL,NULL
Japan West,Osaka OSA21,2306545,NULL,NULL
Brazil South,Campinas CPQ20,2306546,NULL,NULL
West Europe,Amsterdam AMS07,2306547,NULL,NULL
West Europe,Amsterdam AMS20,2306549,NULL,NULL
North Europe,Dublin DUB21,2306550,NULL,NULL
East US,Manassas MNZ20,2306551,NULL,NULL
East US,Blue Ridge BL20,2306552,NULL,NULL
USDoD East,Boydton 3,2306553,NULL,NULL
East US,Blue Ridge BL6,2306554,NULL,NULL
Canada East,Quebec YQB20,2306555,NULL,NULL
West Europe,Amsterdam AMS20,2306556,NULL,NULL
West US,Bay BY24,2306557,NULL,NULL
Brazil South,Campinas CPQ20,2306558,NULL,NULL
West Europe,Amsterdam AMS06,2306559,NULL,NULL
USGov Virginia,Boydton 1,2306560,NULL,NULL
Australia Southeast,Melbourne MEL20,2306561,NULL,NULL
West Europe,Amsterdam AMS06,2306562,NULL,NULL
East US 2,Boydton BN7,2306563,NULL,NULL
Canada Central,Toronto YTO21,2306564,NULL,NULL
Australia Southeast,Melbourne MEL20,2306565,NULL,NULL
Southeast Asia,Singapore SIN20,2306566,NULL,NULL
West Europe,Amsterdam AMS06,2306567,NULL,NULL
UK South,London LON21,2306568,NULL,NULL
USGov Texas,San Antonio IDC5,2306569,NULL,NULL
North Europe,Dublin DUB24,2306570,NULL,NULL
UK South,London LON21,2306571,NULL,NULL
North Europe,Dublin DUB24,2306572,NULL,NULL
Southeast Asia,Singapore SIN20,2306573,NULL,NULL
West US,Bay BY21,2306574,NULL,NULL
Canada Central,Toronto YTO20,2306576,NULL,NULL
Southeast Asia,Singapore SIN20,2306577,NULL,NULL
Central India,Pune PNQ01,2306578,NULL,NULL
West Europe,Amsterdam AMS20,2306579,NULL,NULL
UK South 2,London LON20,2306580,NULL,NULL
South Central US,San Antonio SAT09,2306581,NULL,NULL
UK South,London LON21,2306582,NULL,NULL
UK South,London LON21,2306583,NULL,NULL
Korea Central,Seoul SEL20,2306584,NULL,NULL
East US,Blue Ridge BL6,2306585,NULL,NULL
Central India,Pune PNQ01,2306586,NULL,NULL
Korea South,Busan PUS20,2306587,NULL,NULL
East US 2,Boydton BN7,2306588,NULL,NULL
UK South 2,London LON20,2306589,NULL,NULL
Japan East,Tokyo TYO20,2306590,NULL,NULL
West US 2,Quincy MWH01,2306591,NULL,NULL
Japan West,Osaka OSA20,2306592,NULL,NULL
Australia East,Sydney SYD22,2306593,NULL,NULL
West US,Bay BY21,2306594,NULL,NULL
West Europe,Amsterdam AMS20,2306595,NULL,NULL
UK South,London LON21,2306596,NULL,NULL
South Central US,San Antonio SAT09,2306597,NULL,NULL
Korea South,Busan PUS20,2306598,NULL,NULL
Central US,Des Moines DSM06,2306599,NULL,NULL
West Europe,Amsterdam AMS20,2306600,NULL,NULL
West US,Bay BY21,2306601,NULL,NULL
West Europe,Amsterdam AMS20,2306602,NULL,NULL
Central US,Des Moines DSM06,2306603,NULL,NULL
Southeast Asia,Singapore SIN20,2306604,NULL,NULL
East Asia,Hong Kong HKG20,2306605,NULL,NULL
West Europe,Amsterdam AMS06,2306606,NULL,NULL
East US 2,Boydton BN8,2306607,NULL,NULL
South Central US,San Antonio SAT09,2306608,NULL,NULL
East US,Blue Ridge BL20,2306609,NULL,NULL
East US 2,Boydton BN8,2306610,NULL,NULL
USGov Arizona,Phoenix PHX20,2306611,NULL,NULL
East US 2,Boydton BN8,2306612,NULL,NULL
UK South,London LON21,2306613,NULL,NULL
East US 2,Boydton BN7,2306614,NULL,NULL
Central US,Des Moines DSM06,2306615,NULL,NULL
Canada East,Quebec YQB20,2306616,NULL,NULL
East US 2,Boydton 1,2306617,NULL,NULL
Central India,Pune PNQ01,2306618,NULL,NULL
South Central US,San Antonio SAT09,2306619,NULL,NULL
North Europe,Dublin DUB07,2306620,NULL,NULL
North Europe,Dublin DUB07,2306621,NULL,NULL
Japan East,Tokyo TYO21,2306622,NULL,NULL
South India,Chennai MAA01,2306623,NULL,NULL
Australia East,Sydney SYD21,2306624,NULL,NULL
West US,Bay BY21,2306625,NULL,NULL
South Central US,San Antonio SAT09,2306626,NULL,NULL
North Europe,Dublin DUB07,2306627,NULL,NULL
Canada Central,Toronto YTO21,2306628,NULL,NULL
West Central US,Cheyenne CYS05,2306629,NULL,NULL
France Central,Paris PAR22,2306630,NULL,NULL
Southeast Asia,Singapore SIN20,2306631,NULL,NULL
Japan West,Osaka OSA22,2306632,NULL,NULL
East US 2,Boydton BN8,2306633,NULL,NULL
West US,Bay BY24,2306634,NULL,NULL
North Europe,Dublin DUB07,2306636,NULL,NULL
West Europe,Amsterdam AMS20,2306637,NULL,NULL
Brazil South,Campinas CPQ20,2306638,NULL,NULL
USGov Iowa,Des Moines 4,2306639,NULL,NULL
USGov Iowa,Des Moines 4,2306640,NULL,NULL
West Central US,Cheyenne-CYS02,2306641,NULL,NULL
West Europe,Amsterdam AMS20,2306642,NULL,NULL
Germany Central,Frankfurt FRA20,2306643,NULL,NULL
North Central US,Chicago 1,2306644,NULL,NULL
West India,Mumbai BOM01,2306645,NULL,NULL
West US,Bay BY21,2306646,NULL,NULL
Australia East,Sydney SYD21,2306647,NULL,NULL
UK South,London LON21,2306648,NULL,NULL
West US 2,Quincy MWH01,2306649,NULL,NULL
Japan East,Tokyo TYO22,2306650,NULL,NULL
Central India,Pune PNQ01,2306651,NULL,NULL
Australia East,Sydney SYD22,2306652,NULL,NULL
UK North,Durham,2306653,NULL,NULL
East US 2,Boydton BN7,2306654,NULL,NULL
West Europe,Amsterdam AMS06,2306655,NULL,NULL
USGov Texas,San Antonio IDC5,2306656,NULL,NULL
East US,Manassas MNZ20,2306657,NULL,NULL
North Europe,Dublin DUB07,2306658,NULL,NULL
East US 2,Boydton BN8,2306659,NULL,NULL
France Central,Paris PAR20,2306660,NULL,NULL
Australia East,Sydney SYD23,2306661,NULL,NULL
West Central US,Cheyenne-CYS01,2306662,NULL,NULL
West US,Bay IDC5,2306663,NULL,NULL
Southeast Asia,Singapore IDC2,2306664,NULL,NULL
USGov Iowa,Des Moines 4,2306665,NULL,NULL
East US,Manassas MNZ20,2306666,NULL,NULL
North Europe,Dublin DUB07,2306667,NULL,NULL
Australia East,Sydney SYD22,2306668,NULL,NULL
East US 2,Boydton BN8,2306669,NULL,NULL
North Europe,Dublin DUB07,2306670,NULL,NULL
South India,Chennai MAA01,2306671,NULL,NULL
Southeast Asia,Singapore SIN20,2306672,NULL,NULL
UK South 2,London LON20,2306673,NULL,NULL
Central US,Des Moines DSM06,2306674,NULL,NULL
East US 2,Boydton BN7,2306675,NULL,NULL
Australia East,Sydney SYD21,2306676,NULL,NULL
East US 2,Boydton BN7,2306677,NULL,NULL
UK South,London LON21,2306678,NULL,NULL
Central US,Des Moines DSM06,2306679,NULL,NULL
North Europe,Dublin DUB21,2306680,NULL,NULL
North Europe,Dublin DUB21,2306681,NULL,NULL
West Europe,Amsterdam AMS07,2306682,NULL,NULL
Australia East,Sydney SYD21,2306683,NULL,NULL
West Europe,Amsterdam AMS20,2306684,NULL,NULL
USGov Arizona,Phoenix PHX21,2306685,NULL,NULL
West Europe,Amsterdam AMS07,2306686,NULL,NULL
North Europe,Dublin DUB21,2306687,NULL,NULL
East US,Blue Ridge BL6,2306688,NULL,NULL
East US,Blue Ridge BL20,2306689,NULL,NULL
West Central US,Cheyenne CYS05,2306690,NULL,NULL
West Europe,Amsterdam AMS20,2306691,NULL,NULL
West US,Bay BY24,2306692,NULL,NULL
Korea South,Busan PUS20,2306693,NULL,NULL
North Europe,Dublin DUB24,2306694,NULL,NULL
Central India,Pune PNQ01,2306695,NULL,NULL
East US 2,Boydton BN7,2306696,NULL,NULL
Central India,Pune PNQ01,2306697,NULL,NULL
West Europe,Amsterdam AMS06,2306698,NULL,NULL
South Central US,San Antonio IDC6,2306699,NULL,NULL
East US 2,Boydton BN7,2306700,NULL,NULL
East US,Blue Ridge BL20,2306701,NULL,NULL
East Asia,Hong Kong HKG20,2306702,NULL,NULL
USGov Arizona,Phoenix PHX21,2306703,NULL,NULL
Australia East,Sydney SYD22,2306704,NULL,NULL
North Europe,Dublin DUB21,2306705,NULL,NULL
East US,Blue Ridge BL20,2306706,NULL,NULL
USGov Arizona,Phoenix PHX20,2306707,NULL,NULL
West US,Bay BY21,2257299,NULL,NULL
Central US,Des Moines DSM05,2257300,NULL,NULL
North Europe,Dublin DUB07,2257301,NULL,NULL
West US 2,Quincy MWH02,2257302,NULL,NULL
North Europe,Dublin DUB07,2257303,NULL,NULL
North Europe,Dublin DUB07,2257304,NULL,NULL
Central US,Des Moines DSM05,2257305,NULL,NULL
USGov Virginia,Boydton 1,2257307,NULL,NULL
USDoD East,Boydton 3,2257308,NULL,NULL
USDoD East,Boydton 3,2257309,NULL,NULL
South India,Chennai MAA01,2257310,NULL,NULL
South India,Chennai MAA01,2257311,NULL,NULL
Canada East,Quebec YQB20,2257312,NULL,NULL
Canada East,Quebec YQB20,2257313,NULL,NULL
West US 2,Quincy MWH02,2257314,NULL,NULL
Japan West,Osaka OSA20,2257315,NULL,NULL
West US,Bay BY21,2257316,NULL,NULL
West US,Bay BY24,2257317,NULL,NULL
West US,Bay BY24,2257318,NULL,NULL
Central India,Pune PNQ01,2257319,NULL,NULL
South India,Chennai MAA01,2257320,NULL,NULL
South India,Chennai MAA01,2257321,NULL,NULL
West India,Mumbai BOM01,2257322,NULL,NULL
South India,Chennai MAA01,2257323,NULL,NULL
Central India,Pune PNQ01,2257324,NULL,NULL
UK West,Cardiff CWL20,2257325,NULL,NULL
UK West,Cardiff CWL20,2257326,NULL,NULL
UK North,Durham,2257327,NULL,NULL
UK South 2,London LON20,2257328,NULL,NULL
UK North,Durham,2257329,NULL,NULL
UK South 2,London LON20,2257330,NULL,NULL
Japan East,Tokyo TYO20,2257331,NULL,NULL
Japan East,Tokyo TYO20,2257332,NULL,NULL
West Europe,Amsterdam AMS06,2257333,NULL,NULL
North Europe,Dublin DUB21,2257334,NULL,NULL
East Asia,Hong Kong HKG20,2257335,NULL,NULL
North Europe,Dublin DUB07,2257336,NULL,NULL
West Europe,Amsterdam AMS20,2257337,NULL,NULL
North Europe,Dublin DUB07,2257338,NULL,NULL
North Europe,Dublin DUB07,2257339,NULL,NULL
West Europe,Amsterdam AMS20,2257340,NULL,NULL
USGov Virginia,Boydton 1,2257341,NULL,NULL
West Europe,Amsterdam AMS20,2257342,NULL,NULL
North Europe,Dublin DUB21,2257343,NULL,NULL
Southeast Asia,Singapore IDC2,2257344,NULL,NULL
East Asia,Hong Kong HKG20,2257345,NULL,NULL
Southeast Asia,Singapore IDC2,2257346,NULL,NULL
USDoD Southwest,Phoenix PHX20,2257349,NULL,NULL
USDoD Southwest,Phoenix PHX20,2257350,NULL,NULL
USDoD Southwest,Phoenix PHX20,2257351,NULL,NULL
North Europe,Dublin DUB21,2257352,NULL,NULL
North Europe,Dublin DUB07,2257353,NULL,NULL
North Europe,Dublin DUB07,2257354,NULL,NULL
North Europe,Dublin DUB07,2257355,NULL,NULL
West Europe,Amsterdam AMS20,2257356,NULL,NULL
North Europe,Dublin DUB21,2257357,NULL,NULL
West Europe,Amsterdam AMS20,2257358,NULL,NULL
Germany Central,Frankfurt FRA20,2257359,NULL,NULL
Germany Central,Frankfurt FRA20,2257360,NULL,NULL
Germany Central,Frankfurt FRA20,2257361,NULL,NULL
Germany NorthEast,Leipzig-Halle LEJ20,2257362,NULL,NULL
Germany Central,Frankfurt FRA20,2257363,NULL,NULL
Germany NorthEast,Leipzig-Halle LEJ20,2257364,NULL,NULL
North Europe,Dublin DUB21,2257365,NULL,NULL
West US,Bay BY21,2257366,NULL,NULL
South Central US,San Antonio IDC4,2257367,NULL,NULL
East US,Blue Ridge BL20,2257368,NULL,NULL
Central US,Des Moines DSM05,2257369,NULL,NULL
Central US,Des Moines DSM05,2257370,NULL,NULL
Central US,Des Moines DSM05,2257371,NULL,NULL
Central US,Des Moines DSM05,2257372,NULL,NULL
East US 2,Boydton BN7,2257373,NULL,NULL
East US 2,Boydton BN7,2257374,NULL,NULL
Central US,Des Moines DSM05,2257375,DM5PrdStr12,DM5
West Europe,Amsterdam AMS20,2257376,NULL,NULL
West Europe,Amsterdam AMS20,2257377,NULL,NULL
West Europe,Amsterdam AMS20,2257378,NULL,NULL
West Europe,Amsterdam AMS20,2257379,NULL,NULL
East US 2,Boydton BN6,2257380,BN6PrdStr16,BN6
West Europe,Amsterdam AMS20,2257381,NULL,NULL
West Europe,Amsterdam AMS20,2257382,NULL,NULL
West Europe,Amsterdam AMS20,2257383,NULL,NULL
West Europe,Amsterdam AMS20,2257384,NULL,NULL
North Europe,Dublin DUB07,2257385,NULL,NULL
North Europe,Dublin DUB07,2257386,NULL,NULL
North Europe,Dublin DUB07,2257387,NULL,NULL
West Europe,Amsterdam AMS20,2257388,NULL,NULL
West Europe,Amsterdam AMS20,2257389,NULL,NULL
USDoD South Central,San Antonio IDC5,2257390,NULL,NULL
USDoD South Central,San Antonio IDC5,2257391,NULL,NULL
USGov Texas,San Antonio IDC5,2257392,NULL,NULL
West Europe,Amsterdam AMS20,2257393,NULL,NULL
West Europe,Amsterdam AMS20,2257394,NULL,NULL
North Europe,Dublin DUB07,2257395,NULL,NULL
West Europe,Amsterdam AMS20,2257396,NULL,NULL
Korea South,Busan PUS20,2257397,NULL,NULL
Korea South,Busan PUS20,2257398,NULL,NULL
East US,Blue Ridge BL20,2257399,NULL,NULL
USGov Texas,San Antonio IDC5,2257400,NULL,NULL
North Europe,Dublin DUB07,2257401,NULL,NULL
Canada Central,Toronto YTO21,2257402,NULL,NULL
Central India,Pune PNQ01,2257403,NULL,NULL
Central India,Pune PNQ01,2257404,NULL,NULL
Australia Southeast,Melbourne MEL01,2257405,NULL,NULL
Australia Southeast,Melbourne MEL01,2257406,NULL,NULL
Australia East,Sydney SYD23,2257407,NULL,NULL
Australia Southeast,Melbourne MEL20,2257408,NULL,NULL
Australia East,Sydney SYD21,2257409,NULL,NULL
Australia Southeast,Melbourne MEL01,2257410,NULL,NULL
Canada Central,Toronto YTO21,2257411,NULL,NULL
Canada East,Quebec YQB20,2257412,NULL,NULL
Canada East,Quebec YQB20,2257413,NULL,NULL
USGov Virginia,Boydton 1,2257414,NULL,NULL
USGov Iowa,Des Moines 2,2257415,NULL,NULL
USGov Virginia,Boydton 1,2257416,NULL,NULL
East US,Blue Ridge BL20,2257417,NULL,NULL
East US,Blue Ridge BL20,2257418,NULL,NULL
USGov Iowa,Des Moines 2,2257419,NULL,NULL
UK West,Cardiff CWL20,2257420,NULL,NULL
UK South,London LON21,2257421,NULL,NULL
UK West,Cardiff CWL20,2257422,NULL,NULL
West US 2,Quincy MWH01,2257423,NULL,NULL
France South,Marseille MRS20,2257424,NULL,NULL
North Europe,Dublin DUB21,2257425,NULL,NULL
North Europe,Dublin DUB07,2257426,NULL,NULL
North Europe,Dublin DUB07,2257427,NULL,NULL
Japan West,Osaka OSA20,2257428,NULL,NULL
Japan West,Osaka OSA20,2257429,NULL,NULL
Japan East,Tokyo TYO20,2257430,NULL,NULL
Australia East,Sydney SYD03,2257431,SY3PrdStr08,SY3
East US 2,Boydton BN7,2257432,NULL,NULL
Central US,Des Moines DSM06,2257433,NULL,NULL
Central US,Des Moines DSM06,2257434,NULL,NULL
East US 2,Boydton BN7,2257435,NULL,NULL
East US 2,Boydton BN7,2257436,NULL,NULL
UK South,London LON21,2257437,NULL,NULL
UK South,London LON21,2257438,NULL,NULL
Australia East,Sydney SYD21,2257439,NULL,NULL
Australia East,Sydney SYD21,2257440,NULL,NULL
East US 2,Boydton BN7,2257441,NULL,NULL
East US 2,Boydton BN7,2257442,NULL,NULL
Central US,Des Moines DSM06,2257443,NULL,NULL
East US 2,Boydton BN7,2257444,NULL,NULL
East US 2,Boydton BN7,2257445,NULL,NULL
East US 2,Boydton BN7,2257446,NULL,NULL
France South,Marseille MRS20,2257447,NULL,NULL
France South,Marseille MRS20,2257448,NULL,NULL
France Central,Paris PAR21,2257449,NULL,NULL
France Central,Paris PAR21,2257450,NULL,NULL
South Central US,San Antonio IDC4,2257451,NULL,NULL
South Central US,San Antonio IDC4,2257452,NULL,NULL
South Central US,San Antonio IDC4,2257453,NULL,NULL
Australia Southeast,Melbourne MEL20,2257454,NULL,NULL
Australia Southeast,Melbourne MEL20,2257455,NULL,NULL
France South,Marseille MRS20,2257456,NULL,NULL
Germany NorthEast,Leipzig-Halle LEJ20,2257457,NULL,NULL
Germany NorthEast,Leipzig-Halle LEJ20,2257458,NULL,NULL
Australia Southeast,Melbourne MEL01,2257459,NULL,NULL
Australia Southeast,Melbourne MEL01,2257460,NULL,NULL
Australia East,Sydney SYD23,2257461,NULL,NULL
Korea Central,Seoul SEL20,2257462,NULL,NULL
Australia East,Sydney SYD23,2257463,NULL,NULL
Korea Central,Seoul SEL20,2257464,NULL,NULL
Korea South,Busan PUS20,2257465,NULL,NULL
Korea South,Busan PUS20,2257466,NULL,NULL
China North,China Telecom: Yongfeng,2257467,NULL,NULL
Japan East,Tokyo TYO22,2257468,NULL,NULL
Australia Southeast,Melbourne MEL01,2257469,ML1PrdStr08,ML1
China East,Shanghai SHA03,2257470,NULL,NULL
China North,China Telecom: Yongfeng,2257471,NULL,NULL
China East,Shanghai SHA03,2257472,NULL,NULL
China North,China Telecom: Yongfeng,2257473,NULL,NULL
China East,Shanghai SHA02,2257474,NULL,NULL
North Central US,Chicago 4,2257475,NULL,NULL
West US,Bay BY21,2257476,NULL,NULL
North Central US,Chicago 4,2257477,NULL,NULL
Brazil South,Campinas CPQ02,2257478,NULL,NULL
South Central US,San Antonio IDC4,2257479,NULL,NULL
East US,Blue Ridge BL20,2257480,NULL,NULL
West US,Bay BY21,2257481,NULL,NULL
East US,Blue Ridge BL20,2257482,NULL,NULL
West US,Bay IDC5,2200169,NULL,NULL
West US,Bay IDC5,2200170,NULL,NULL
West US,Bay IDC5,2200171,NULL,NULL
West US,Bay IDC5,2200172,NULL,NULL
West US,Bay IDC5,2200173,NULL,NULL
West US,Bay IDC5,2200174,NULL,NULL
West US,Bay BY21,2200175,NULL,NULL
West US,Bay BY21,2200176,NULL,NULL
West US,Bay BY21,2200177,NULL,NULL
West US,Bay BY21,2200178,NULL,NULL
West US,Bay BY21,2200179,NULL,NULL
West US,Bay IDC5,2200180,NULL,NULL
West US,Bay IDC5,2200181,NULL,NULL
West US,Bay IDC5,2200182,NULL,NULL
West US,Bay IDC5,2200183,NULL,NULL
West US,Bay IDC5,2200184,NULL,NULL
West US,Bay IDC4,2200185,NULL,NULL
West US,Bay IDC4,2200186,NULL,NULL
West US,Bay IDC4,2200187,NULL,NULL
West US,Bay IDC4,2200188,NULL,NULL
West US,Bay IDC4,2200189,NULL,NULL
West US,Bay IDC4,2200190,NULL,NULL
West US,Bay IDC4,2200191,NULL,NULL
West US,Bay IDC4,2200192,NULL,NULL
West US,Bay IDC4,2200193,NULL,NULL
West US,Bay IDC4,2200194,NULL,NULL
West US,Bay IDC4,2200195,NULL,NULL
West US,Bay IDC5,2200196,NULL,NULL
West US,Bay IDC5,2200197,NULL,NULL
West US,Bay IDC5,2200198,NULL,NULL
West US,Bay IDC5,2200199,NULL,NULL
West US,Bay IDC5,2200200,NULL,NULL
West US,Bay IDC4,2200201,NULL,NULL
West US,Bay IDC4,2200202,NULL,NULL
West US,Bay IDC4,2200203,NULL,NULL
West US,Bay IDC5,2200204,NULL,NULL
West US,Bay IDC5,2200205,NULL,NULL
West US,Bay IDC5,2200206,NULL,NULL
West US,Bay IDC5,2200207,NULL,NULL
West US,Bay IDC5,2200208,NULL,NULL
West US,Bay IDC5,2200209,NULL,NULL
West US,Bay IDC5,2200210,NULL,NULL
West US,Bay IDC4,2200211,NULL,NULL
West US,Bay IDC4,2200212,NULL,NULL
West US,Bay IDC4,2200213,NULL,NULL
West US,Bay IDC4,2200214,NULL,NULL
West US,Bay IDC4,2200215,NULL,NULL
West US,Bay IDC4,2200216,NULL,NULL
West US,Bay IDC4,2200217,NULL,NULL
West US,Bay IDC4,2200218,NULL,NULL
West US,Bay IDC4,2200219,NULL,NULL
West US,Bay IDC4,2200220,NULL,NULL
West US,Bay IDC4,2200221,NULL,NULL
West US,Bay IDC4,2200222,NULL,NULL
West US,Bay IDC4,2200223,NULL,NULL
West US,Bay IDC4,2200224,NULL,NULL
West US,Bay IDC4,2200225,NULL,NULL
West US,Bay IDC4,2200226,NULL,NULL
West US,Bay IDC4,2200227,NULL,NULL
West US,Bay IDC4,2200228,NULL,NULL
West US,Bay IDC4,2200229,NULL,NULL
West US,Bay IDC4,2200230,NULL,NULL
West US,Bay IDC4,2200231,NULL,NULL
West US,Bay IDC4,2200232,NULL,NULL
West US,Bay IDC4,2200233,NULL,NULL
West US,Bay IDC4,2200234,NULL,NULL
West US,Bay IDC4,2200235,NULL,NULL
West US,Bay IDC4,2200236,NULL,NULL
West US,Bay BY24,2200237,NULL,NULL
West US,Bay BY21,2200238,NULL,NULL
West US,Bay BY21,2200239,NULL,NULL
